FIPS,County Name,County State,BuyerFullName,BuyerState,BuyerCity,BuyerAddress,BuyerZIP,BuyerPurchases6MSum
25025,Suffolk,MA,CENTURA BAY LLC,Burlington,MA,67 S Bedford St Ste 400w,1803,4
25025,Suffolk,MA,SJTRE LLC,East Boston,MA,1 Emmet Pl Unit 3,2128,3
25025,Suffolk,MA,BURBANK REALTY LLC,Marblehead,MA,45 Pleasant St,1945,3
25025,Suffolk,MA,WHITEACRE PROPERTIES LLC,Natick,MA,150 E Central St,1760,3
25025,Suffolk,MA,196 HILLSIDE STREET RT,Roxbury Crossing,MA,196 Hillside St,2120,3
25025,Suffolk,MA,NPH REAL ESTATE LLC,Burlington,MA,1500 District Ave,1803,3
25025,Suffolk,MA,ASSOCIATE SOLUTIONS LLC,Braintree,MA,22 River St,2184,3
25025,Suffolk,MA,PACIFIC PREMIER T,Boston,MA,Po Box 981012,2298,3
25025,Suffolk,MA,KAMAONE LLC,Tiverton,RI,68 Indian Point Rd,2878,3
25025,Suffolk,MA,AHERN CONST MGMT LLC,Quincy,MA,190 Willard St,2169,3
25025,Suffolk,MA,ESCAZU DEVELOPMENT LLC,Roxbury,MA,21 Batchelder St # 35,2119,2
25025,Suffolk,MA,PARK DRIVE LLC,Newton,MA,300 Washington St # 160,2458,2
25025,Suffolk,MA,PENN HOLDINGS LLC,Pittsfield,MA,82 Wendell Ave # 100,1201,2
25025,Suffolk,MA,FOGARTY DEV 2025 LLC,Milton,MA,687 Randolph Ave,2186,2
25025,Suffolk,MA,SHUGA LLC,Canton,MA,945 Randolph St,2021,2
25025,Suffolk,MA,GR RESIDENTIAL RT,Jamaica Plain,MA,619 Centre St,2130,2
25025,Suffolk,MA,DESCHAMP GROUP LLC,Mattapan,MA,28 Tennis Rd,2126,2
25025,Suffolk,MA,KEEN RE SOLUTIONS INC,Dorchester Center,MA,33 Fairmount St,2124,2
25025,Suffolk,MA,BSP HOLDINGS LLC,Milford,NH,Po Box 49,3055,2
25025,Suffolk,MA,SCRAM LLC,West Roxbury,MA,42 Wren St,2132,2
25025,Suffolk,MA,ETUDE TWO LLC,Marblehead,MA,420 Atlantic Ave,1945,2
25025,Suffolk,MA,165 TREMONT ST DRAY LLC,Boston,MA,1 Charles St S Unit 606,2116,2
25025,Suffolk,MA,EDWARD ROBERT WIEST FT,Medford,MA,5 Sylvia Rd,2155,2
25025,Suffolk,MA,MINH ANH LLC,East Boston,MA,376 Sumner St,2128,2
25025,Suffolk,MA,285 COMM AVENUE LLC,Boston,MA,285 Commonwealth Ave,2115,2
25025,Suffolk,MA,EB1 PROPERTY GROUP 1 LLC,Boston,MA,31 New Chardon St,2114,2
25025,Suffolk,MA,36 KTIRIO LLC,North Reading,MA,3 Pluff Ave,1864,2
25025,Suffolk,MA,BANKS STREET RT,Medford,MA,Po Box 772,2155,2
25025,Suffolk,MA,EDWARD ROBERT WIEST FT,Boston,MA,2 Hawthorne Pl Apt 2e,2114,2
25025,Suffolk,MA,SHANTI ACQUISITION LLC,Roxbury,MA,2225 Washington St # 2,2119,2
25025,Suffolk,MA,69 LINCOLN STREET LLC,Newton Center,MA,127 Hanson Rd,2459,2
25025,Suffolk,MA,1 BRADSHAW ST LLC,Canton,MA,460 Washington St,2021,2
25025,Suffolk,MA,AUREUM CAP GROUP MCD LLC,Peabody,MA,12 Beacon Blvd # 2,1960,2
25025,Suffolk,MA,PANGAEA ELLINGTON LLC,Dedham,MA,333 Elm St,2026,2
25027,Worcester,MA,CONSTITUTION PROP LLC,Randolph,MA,967 N Main St,2368,16
25027,Worcester,MA,NOT AVAILABLE FROM THE DATA SOURCE,Mount Laurel,NJ,700 E Gate Dr Ste 400,8054,14
25027,Worcester,MA,FIRST LANDING INVS LLC,Irving,TX,5000 Riverside Dr Ste 100w,75039,9
25027,Worcester,MA,WESTBOROUGH SUMMER ST RLT,Shrewsbury,MA,708 South St,1545,8
25027,Worcester,MA,NEW ENGLAND HM BUYERS LLC,Haverhill,MA,800 Broadway,1832,7
25027,Worcester,MA,RV 17 WINDSOR LLC,Watertown,MA,25 Prentiss St,2472,6
25027,Worcester,MA,MANCHESTER ENT LLC,East Longmeadow,MA,674 N Main St,1028,5
25027,Worcester,MA,TURNING PT HM BUYERS LLC,Berlin,MA,275 Central St,1503,5
25027,Worcester,MA,BIG DEE LLC,Sterling,MA,4 Stuart Rd,1564,5
25027,Worcester,MA,CENTURA BAY LLC,Burlington,MA,67 S Bedford St # 125,1803,5
25027,Worcester,MA,JMT HOLDINGS LLC,Lowell,MA,165 Thorndike St # 2002,1852,5
25027,Worcester,MA,JMRENDA HOLDINGS LLC,Boxford,MA,347 Main St,1921,4
25027,Worcester,MA,CENTURA BAY LLC,Burlington,MA,67 S Bedford St Ste 400w,1803,4
25027,Worcester,MA,BD HOMES LLC,Milford,MA,17 Emmons St,1757,4
25027,Worcester,MA,MSB PROPERTY MGMT LLC,Pepperell,MA,13 Lawrence St,1463,3
25027,Worcester,MA,KAD MILLBURY REALTY LLC,New Britain,CT,583 South St,6051,3
25027,Worcester,MA,MAKE INVS GREAT AGAIN LLC,Sterling,MA,4 Stuart Rd,1564,3
25027,Worcester,MA,DDDML LLC,Mashpee,MA,11 Cape Dr Ste 4,2649,3
25027,Worcester,MA,GARDNER PROP HOLDINGS LLC,Newton Center,MA,200 Parker St,2459,3
25027,Worcester,MA,KJF GROUP LLC,Hampton,NH,305 High St,3842,3
25027,Worcester,MA,CORNERSTONE HMBUYING LLC,West Springfield,MA,1218 Westfield St,1089,3
25027,Worcester,MA,ROYAL 211 213 LLC,Worcester,MA,90 Madison St Ste 403,1608,2
25027,Worcester,MA,VARAKAS RT,East Longmeadow,MA,444a N Main St,1028,2
25027,Worcester,MA,HILLTOP REALTY LLC,South Boston,MA,108 Emerson St Apt 1,2127,2
25027,Worcester,MA,WORCESTER LION REALTY LLC,South Grafton,MA,36 Tulip Cir,1560,2
25027,Worcester,MA,HEAVENLY HM SOLUTIONS LLC,Dudley,MA,42 Eagle Dr,1571,2
25027,Worcester,MA,HEADWATERS DEV LLC,Needham Heights,MA,200 Reservoir St Ste 202,2494,2
25027,Worcester,MA,SPECIALIZED PROP GRP LLC,Lunenburg,MA,9 Lancaster Ave,1462,2
25027,Worcester,MA,1024 W BOYLSTON ST LLC,Bellingham,MA,72 Old Elm St,2019,2
25027,Worcester,MA,ARRES SEAFOAM RT,Southborough,MA,23 Presidential Dr,1772,2
25027,Worcester,MA,994 GRAFTON ST REALTY LLC,Worcester,MA,178 Plantation St,1604,2
25027,Worcester,MA,7 ANNIS STREET LLC,Fitchburg,MA,15 Parson Cir,1420,2
25027,Worcester,MA,LUFER VENTURES LLC,Natick,MA,36 Stratford Rd,1760,2
25027,Worcester,MA,RFGM INVESTING LLC,Whitinsville,MA,165 Prescott Rd,1588,2
25027,Worcester,MA,KISMITH LLC,Millbury,MA,232 Millbury Ave,1527,2
25027,Worcester,MA,JMT HOLDINGS LLC,Jackson,WY,172 Center St # 202,83001,2
25027,Worcester,MA,LONGMEADOW PROPERTIES LLC,Worcester,MA,652 Park Ave # B,1603,2
25027,Worcester,MA,INHERITED PROP SOLN LLC,Nashua,NH,21 Temple St,3060,2
25027,Worcester,MA,SEVEN HLS CMNTY SVCS INC,Worcester,MA,81 Hope Ave,1603,2
25027,Worcester,MA,ARENAS INVESTMENTS LLC,Leominster,MA,68 Main St Unit 1343,1453,2
25027,Worcester,MA,PREMIER RC PROPERTIES LLC,Whitinsville,MA,20 Crescent St,1588,2
25027,Worcester,MA,J MARTINEZ INVS LLC,East Boston,MA,132 Bennington St,2128,2
25027,Worcester,MA,MODERN GUEST HOUSE LLC,Marlborough,MA,319 Stow Rd,1752,2
25027,Worcester,MA,BERKSHIRE PROP BUYERS LLC,Worcester,MA,490 Shrewsbury St,1604,2
25027,Worcester,MA,GARCIA FIX AND FLIP LLC,Leominster,MA,57 Lincoln St,1453,2
25027,Worcester,MA,12 KENMORE LLC,Worcester,MA,40 Ancona Rd,1604,2
25027,Worcester,MA,SZLL REALTY LLC,Shrewsbury,MA,421 Oak St,1545,2
25027,Worcester,MA,FWP REALTY PARTNERS LLC,Leominster,MA,31 Forsythia Rd,1453,2
25027,Worcester,MA,ML REALTY GROUP LLC,Auburn,MA,9 Amherst Dr,1501,2
25027,Worcester,MA,PELLETIER PROPERTIES LLC,Westminster,MA,11 East Rd,1473,2
25027,Worcester,MA,NO LIMIT ASSETS LLC,Agawam,MA,216 Pineview Cir,1001,2
25027,Worcester,MA,85 SHELDONVILLE LLC,Pittsfield,MA,82 Wendell Ave # 100,1201,2
25027,Worcester,MA,JPI SOLUTIONS LLC,Worcester,MA,242 Salisbury St,1609,2
26005,Allegan,MI,BEEKE INVESTMENTS LLC,Grand Rapids,MI,5140 Plainfield Ave Ne,49525,118
26005,Allegan,MI,GREEN DEVELOPMENT VENTURES LLC,Portage,MI,2186 E Centre Ave,49002,79
26005,Allegan,MI,MARYLAND RIGHT WAY 1 LLC,Richfield,OH,3046 Brecksville Rd Ste D,44286,73
26005,Allegan,MI,FANNIE MAE,Plano,TX,5600 Granite Pkwy,75024,31
26005,Allegan,MI,WASHINGTON SIDDIQ,Pennsville,NJ,323 Enlow Pl,8070,30
26005,Allegan,MI,FUTUREVESTMENTS LLC,Ada,MI,8400 Wilderness Trl Ne,49301,29
26005,Allegan,MI,DOMOS PROPERTIES LLC,Spring Lake,MI,16230 152nd Ave,49456,21
26005,Allegan,MI,GV TRUST,Orange,CA,333 S Anita Dr Ste 400,92868,16
26005,Allegan,MI,ALL SOLUTIONS LLC,Grand Rapids,MI,4250 E Beltline Ave Ne,49525,12
26005,Allegan,MI,MAPLE TREE HOME BUYERS LLC,Zeeland,MI,276 S Maple St,49464,11
26005,Allegan,MI,PLACECRAFT SOLUTIONS LLC,Daly City,CA,239 Palisades Dr,94015,7
26005,Allegan,MI,LOVELY ENTERPRISES LLC,Homestead,FL,32164 Sw 203rd Ct,33030,6
26005,Allegan,MI,TICKLE PROPERTIES LLC,Grand Rapids,MI,678 Front Ave Nw Ste 5,49504,6
26005,Allegan,MI,REVIVAL HOMES LLC,Allegan,MI,2855 34th St,49010,5
26005,Allegan,MI,WM 1630 LLC,Saugatuck,MI,721 Lake St,49453,3
26005,Allegan,MI,CAREW WHITTEN GROUP INC,New York,NY,99 Wall St Ste 1451,10005,3
26005,Allegan,MI,JAPIC LLC,Cincinnati,OH,6770 Hidden Hills Dr,45230,2
26005,Allegan,MI,REVOCABLE LIVING TRUST OF MICHELLE M ROBILLAR,Fennville,MI,2247 Blue Goose Dr,49408,2
26005,Allegan,MI,BORESON FAMILY TRUST,Franklin Park,IL,3536 Ruby St,60131,2
26005,Allegan,MI,CLEARLINE HOMES LLC,Byron Center,MI,4577 108th St Sw,49315,2
26005,Allegan,MI,KURTIS L & KAREN J ROTMAN FAMILY TRUST,Dorr,MI,3330 144th Ave,49323,2
26005,Allegan,MI,DEYOUNG FARMLAND LLC,Plainwell,MI,381 114th Ave,49080,2
26005,Allegan,MI,ALL 4 KIDS PROPERTIES LLC,Plymouth,MI,13880 Covington Dr,48170,2
26005,Allegan,MI,A C SHUMAKER LLC,Hopkins,MI,1497 120th Ave,49328,2
26015,Barry,MI,PLANET HOME LENDING LLC,Meriden,CT,321 Research Pkwy Ste 303,6450,270
26015,Barry,MI,BEEKE INVESTMENTS LLC,Grand Rapids,MI,5140 Plainfield Ave Ne,49525,118
26015,Barry,MI,RCF 2 ACQUISITION TRUST,Coppell,TX,3501 Olympus Blvd Ste 500,75019,97
26015,Barry,MI,INTERRA HOMES LLC,Wyoming,MI,1781 R W Berends Dr Sw,49519,52
26015,Barry,MI,LAND OF LAND INC,Swedesboro,NJ,Po Box 66,8085,39
26015,Barry,MI,FUTUREVESTMENTS LLC,Ada,MI,8400 Wilderness Trl Ne,49301,29
26015,Barry,MI,TERRAIN INVENTORY LLC,Aurora,CO,13918 E Mississippi Ave,80012,22
26015,Barry,MI,SELECT PORTFOLIO SERVICING INC,West Valley City,UT,3217 Decker Lake Dr,84119,19
26015,Barry,MI,RURAL HOUSING SERVICE,Saint Louis,MO,Po Box 790301,63179,17
26015,Barry,MI,ROBERT HICKS INVESTMENTS LLC,Flint,MI,5161 Gateway Ctr Ste 100,48507,7
26015,Barry,MI,LILCON HUDSON HOME TEAM LLC,San Antonio,TX,714 Mccullough Ave Apt 346,78215,6
26015,Barry,MI,ROGUE RIVER CAPITAL LLC,Grand Rapids,MI,6590 Mahesh Dr Se,49546,5
26015,Barry,MI,REVIVAL HOMES LLC,Dorr,MI,4048 Otuna Dr,49323,5
26015,Barry,MI,HD BUILDERS LLC,Ada,MI,9940 5 Mile Rd Ne,49301,4
26015,Barry,MI,SABLE DEVELOPING INC,Rockford,MI,11575 Edgerton Ave Ne,49341,4
26015,Barry,MI,PARIS PROPERTIES LLC,Rockford,MI,8788 Camelot Dr Ne,49341,3
26015,Barry,MI,KNIGHT THUNDER LLC,Byron Center,MI,8375 Ridgestone Dr Sw,49315,3
26015,Barry,MI,ZF SPV LLC,Encino,CA,16501 Ventura Blvd Ste 610,91436,3
26015,Barry,MI,GONZALEZ DAVID DANIEL,Hastings,MI,3103 Roush Rd,49058,2
26015,Barry,MI,TAKENS DOUG,Hudsonville,MI,1513 Eagleshore Ct,49426,2
26015,Barry,MI,GENE AND MARY BENTING JOINT TRUST,Dorr,MI,2812 Creekside Ct,49323,2
26015,Barry,MI,CORAL HOMES INC,Middleville,MI,667 Palmer Dr,49333,2
26015,Barry,MI,SOWLE REAL ESTATE HOLDINGS LLC,Bellevue,MI,12200 North Ave,49021,2
26015,Barry,MI,EMPIRE ESTATES LLC,Brimley,MI,5927 W 6 Mile Rd,49715,2
26015,Barry,MI,G & H LEEP LLC,Shelbyville,MI,1953 4th St,49344,2
26017,Bay,MI,VETERANS UNITED HOME LOANS,Coppell,TX,8950 Cypress Waters Blvd,75019,64
26017,Bay,MI,QUICKEN LOANS LLC,Detroit,MI,1050 Woodward Ave,48226,61
26017,Bay,MI,CIM TRUST,Coppell,TX,8950 Cypress Waters Blvd,75019,17
26017,Bay,MI,REO TRUST,Coppell,TX,8950 Cypress Waters Blvd,75019,9
26017,Bay,MI,RRM HOLDINGS LLC,Lapeer,MI,1022 S Lapeer Rd,48446,7
26017,Bay,MI,RAZORBACK CAPITAL LLC,Brandon,FL,406 Sandpine Ct,33511,7
26017,Bay,MI,ROBERT HICKS INVESTMENTS LLC,Flint,MI,5161 Gateway Ctr Ste 100,48507,7
26017,Bay,MI,PT0123 LLC,Saint Joseph,MI,Po Box 61,49085,5
26017,Bay,MI,MCLAREN BAY REGION,Bay City,MI,1900 Columbus Ave,48708,4
26017,Bay,MI,MARRICH HOLDINGS LLC,Midland,MI,6024 Eastman Ave,48640,4
26017,Bay,MI,SHERMAN DONALD B,Lapeer,MI,5830 Pratt Rd,48446,4
26017,Bay,MI,KEIT GROUP LLC,Bay City,MI,3140 E Riverview Dr,48706,4
26017,Bay,MI,DGR PROPERTY MANAGEMENT LLC,Midland,MI,925 E Wheeler St,48642,3
26017,Bay,MI,SHANKEL REI LLC,Saginaw,MI,2225 Augsburg Dr,48603,3
26017,Bay,MI,QUANTUM HOMES LLC,Commerce Township,MI,2065 E West Maple Rd Ste C,48390,2
26017,Bay,MI,KG5517 LLC,Saint Joseph,MI,Po Box 81,49085,2
26017,Bay,MI,AVINA SOLUTIONS LLC,Lakewood,NJ,108 Ivory Ct,8701,2
26017,Bay,MI,BARKER FAMILY TRUST,Bay City,MI,3034 Sherwood Ln,48706,2
26017,Bay,MI,CHARTER MICHAEL,Bay City,MI,2352 Mason St,48708,2
26017,Bay,MI,PISTRO BUILDERS LLC,Freeland,MI,5932 Midland Rd,48623,2
26017,Bay,MI,JW REMODELING LLC,Bay City,MI,7339 Glen Eagle Dr,48706,2
26017,Bay,MI,RODNEYS RENTALS LLC,Midland,MI,282 E Dopp Rd,48640,2
26017,Bay,MI,MICHAEL V REDER AND LISA M REDER JOINT REVOCA,Midland,MI,4145 Karla Ct,48642,2
26017,Bay,MI,DESHANO HOMES INC,Gladwin,MI,325 Commerce Ct,48624,2
26021,Berrien,MI,GREEN DEVELOPMENT VENTURES LLC,Portage,MI,2186 E Centre Ave,49002,79
26021,Berrien,MI,MARYLAND RIGHT WAY 1 LLC,Richfield,OH,3046 Brecksville Rd Ste D,44286,73
26021,Berrien,MI,HOUSE BUYERS OF AMERICA INC,Vienna,VA,8609 Westwood Center Dr Ste 110,22182,72
26021,Berrien,MI,RDK PROPERTY GROUP LLC,Elkhart,IN,58192 Windsong Dr,46517,47
26021,Berrien,MI,37 MILESTONE LLC,South Bend,IN,16858 Edinburg Ln,46635,34
26021,Berrien,MI,FUTUREVESTMENTS LLC,Ada,MI,8400 Wilderness Trl Ne,49301,29
26021,Berrien,MI,CALUPI INVESTMENTS LLC,Winter Garden,FL,13665 Killebrew Way,34787,21
26021,Berrien,MI,AFWP VENTURE LLC,Clarkston,MI,4545 Clawson Tank Dr,48346,18
26021,Berrien,MI,GV TRUST,Orange,CA,333 S Anita Dr Ste 400,92868,16
26021,Berrien,MI,ALL SOLUTIONS LLC,Grand Rapids,MI,4250 E Beltline Ave Ne,49525,12
26021,Berrien,MI,SWAN BRAVO OPPORTUNITY ZONE BUSINESS LLC,Portage,MI,2186 E Centre Ave,49002,11
26021,Berrien,MI,CHODOCK HOLDINGS 8 LLC,Bethesda,MD,8210 Custer Rd,20817,11
26021,Berrien,MI,FUTUREVESTMENTS LLC,Grand Haven,MI,17040 Robbins Rd Ste B,49417,9
26021,Berrien,MI,MORGAN STANLEY ABS CAPITAL I INC TRUST,West Valley City,UT,3217 Decker Lake Dr,84119,8
26021,Berrien,MI,HM0605 LLC,Saint Joseph,MI,Po Box 61,49085,7
26021,Berrien,MI,LION LAND INVESTMENT,Orlando,FL,100 E Pine St Ste 110,32801,7
26021,Berrien,MI,DELTA WORKFORCE INVESTMENTS LLC,Portage,MI,2186 E Centre Ave,49002,7
26021,Berrien,MI,LILCON HUDSON HOME TEAM LLC,San Antonio,TX,714 Mccullough Ave Apt 346,78215,6
26021,Berrien,MI,KM1023 LLC,Saint Joseph,MI,Po Box 61,49085,6
26021,Berrien,MI,FREEDOM PROPERTY GROUP INDIANA LLC,Winona Lake,IN,1428 Freedom Pkwy,46590,5
26021,Berrien,MI,X INVESTMENTS LLC,Ravenna,MI,3580 Haymeadow Ave,49451,5
26021,Berrien,MI,DPI INVESTMENTS LLC,Benton Harbor,MI,2508 Pipestone Rd,49022,5
26021,Berrien,MI,BJ0923 LLC,Saint Joseph,MI,Po Box 61,49085,5
26021,Berrien,MI,PT0123 LLC,Saint Joseph,MI,Po Box 61,49085,5
26021,Berrien,MI,RJ SIMPLE SOLUTION LLC,Delray Beach,FL,4899 Nw 6th St,33445,4
26021,Berrien,MI,R & S NILES LLC,Niles,MI,1641 E Main St,49120,4
26021,Berrien,MI,ON POINT INVESTMENTS LLC,Middlebury,IN,13655 County Road 8,46540,4
26021,Berrien,MI,BALLER PROPERTIES LLC,Buchanan,MI,324 E Dewey St Ste 202,49107,4
26021,Berrien,MI,THERESA M KOPCHIK TRUST,Saint Joseph,MI,257 Shore View Way,49085,3
26021,Berrien,MI,WOODSHORES RETREAT LLC,Hudsonville,MI,2828 Keystone Dr,49426,3
26021,Berrien,MI,RT0917 LLC,Saint Joseph,MI,Po Box 61,49085,3
26021,Berrien,MI,MC B CAPITAL LLC,South Bend,IN,4109 Winthrop Dr,46614,3
26021,Berrien,MI,KG 5517 LLC,Saint Joseph,MI,Po Box 81,49085,3
26021,Berrien,MI,TAL OHIO INVESTMENTS LLC,Hoover,AL,,35242,3
26021,Berrien,MI,DUNAMOO LLC,Grand Rapids,MI,1870 Tradewinds Dr Se,49508,3
26021,Berrien,MI,HOMEBODY PROPERTIES LLC,Niles,MI,2510 Mayflower Rd,49120,2
26021,Berrien,MI,T-JAY PROPERTIES,Niles,MI,2420 Creek Rd,49120,2
26021,Berrien,MI,REVOCABLE TRUST AGREEMENT OF TAMMY LYNN FULLE,Naples,FL,4252 Deephaven Ln,34119,2
26021,Berrien,MI,BENTON RENTALS LLC,Saint Joseph,MI,1167 W Marquette Woods Rd,49085,2
26021,Berrien,MI,ROWAN TREE HOME SOLUTIONS LLC,Litchfield Park,AZ,13406 W Jacobson Dr,85340,2
26021,Berrien,MI,BRAYHAR HOLDINGS LLC,Saint Joseph,MI,717 Saint Joseph Dr,49085,2
26021,Berrien,MI,TILLY PROPERTIES LLC,Saint Joseph,MI,5415 Tilly Rd,49085,2
26021,Berrien,MI,HAINES HOLDINGS LLC,Niles,MI,618 N 4th St,49120,2
26021,Berrien,MI,GARCIA SHARON,Buchanan,MI,404 S Red Bud Trl,49107,2
26021,Berrien,MI,MURPHY RIOS PROPERTIES LLC,Chicago,IL,5733 N Sheridan Rd Apt 27d,60660,2
26021,Berrien,MI,WILLIAM AND DIANE DAVIDSON FAMILY WEALTH TRUS,Saint Joseph,MI,4836 Luther Path,49085,2
26021,Berrien,MI,LIVING WORD OUTREACH MINISTRY,Benton Harbor,MI,1235 Colfax Ave,49022,2
26021,Berrien,MI,SBMR PROPERTIES LLC,Benton Harbor,MI,800 Oakcrest,49022,2
26021,Berrien,MI,RED ARROW DAIRY LLC,Grand Rapids,MI,588 3 Mile Rd Nw Ste 101,49544,2
26021,Berrien,MI,THREE OAKS WOODS HOMEOWNERS ASSOCIATION,Claremont,CA,716 W 1st St,91711,2
26021,Berrien,MI,PRINCETON REAL ESTATE SOLUTIONS INC,Bloomingdale,IL,255 Lynbrook Dr,60108,2
26021,Berrien,MI,VALVILLO MARTIN,Niles,MI,988 S 13th St,49120,2
26023,Branch,MI,MAPLE TREE HOME BUYERS LLC,Zeeland,MI,276 S Maple St,49464,11
26023,Branch,MI,ABSTRACT REAL ESTATE LLC,Union City,MI,1360 Cherokee Dr,49094,3
26023,Branch,MI,REDSTONE LAND DEVELOPMENT LLC,Grand Rapids,MI,3330 Grand Ridge Dr Ne,49525,3
26023,Branch,MI,EICHER BUILDERS LLC,Burlington,MI,8975 R Dr S,49029,2
26023,Branch,MI,ARMOUR PROPERTIES LLC,Fort Wayne,IN,12132 Thornapple Cv,46845,2
26023,Branch,MI,44 FULTON ST LLC,Quincy,MI,126 W Chicago St,49082,2
26023,Branch,MI,SHERI L VAN MIDDLESWORTH LIVING TRUST,Sherwood,MI,300 Dotson Dr,49089,2
26025,Calhoun,MI,MARYLAND RIGHT WAY 1 LLC,Richfield,OH,3046 Brecksville Rd Ste D,44286,73
26025,Calhoun,MI,QUICKEN LOANS LLC,Detroit,MI,1050 Woodward Ave,48226,61
26025,Calhoun,MI,BLACKSTAR STABILITY REVITALIZATION TRUST,Washington,DC,1250 Connecticut Ave Nw Ste 700,20036,49
26025,Calhoun,MI,CIM TRUST,West Valley City,UT,3217 Decker Lake Dr,84119,35
26025,Calhoun,MI,FUTUREVESTMENTS LLC,Ada,MI,8400 Wilderness Trl Ne,49301,29
26025,Calhoun,MI,REBUILT OFFERS LLC,Nashville,TN,15 Century Blvd Ste 307,37214,28
26025,Calhoun,MI,FIRST NEST LLC,White Plains,NY,120 Bloomingdale Rd Ste 304,10605,22
26025,Calhoun,MI,DOMOS PROPERTIES LLC,Spring Lake,MI,16230 152nd Ave,49456,21
26025,Calhoun,MI,NEWREZ LLC,Greenville,SC,55 Beattie Pl Ste 110,29601,21
26025,Calhoun,MI,MAPLE TREE HOME BUYERS LLC,Zeeland,MI,276 S Maple St,49464,11
26025,Calhoun,MI,PALM AVENUE HIALEAH TRUST,Miami Beach,FL,1900 Purdy Ave,33139,9
26025,Calhoun,MI,HM0605 LLC,Saint Joseph,MI,Po Box 61,49085,7
26025,Calhoun,MI,BEST HOME OFFER LLC,Tampa,FL,111 N 12th St Unit 1307,33602,6
26025,Calhoun,MI,ARTEMIS CAPITAL LLC,Hastings,MI,506 Gaskill Rd,49058,6
26025,Calhoun,MI,EMPIRE ESTATES LLC,Grand Rapids,MI,2028 Shetland Ct Ne,49505,5
26025,Calhoun,MI,PT0123 LLC,Saint Joseph,MI,Po Box 61,49085,5
26025,Calhoun,MI,GREEN HILL HARVEST INC,Albion,MI,1208 1st St,49224,4
26025,Calhoun,MI,READY2RENT SPACES LLC,Battle Creek,MI,Po Box 591,49016,4
26025,Calhoun,MI,PATHFINDER HOLDING COMPANY LLC,Grand Rapids,MI,4880 36th St Se,49512,4
26025,Calhoun,MI,MIKIOI PROPERTIES AND RESALES,Honolulu,HI,Po Box 235227,96823,4
26025,Calhoun,MI,RHINOS INVESTMENTS LLC,Battle Creek,MI,6342 Purdy Dr,49017,3
26025,Calhoun,MI,66 BUILDERS LLC,Battle Creek,MI,Po Box 591,49016,3
26025,Calhoun,MI,EVERGREEN LAND LLC,Casper,WY,5830 E 2nd St,82609,3
26025,Calhoun,MI,INVESTED CAPITAL LLC,Battle Creek,MI,5420 Beckley Rd,49015,3
26025,Calhoun,MI,66 BUILDERS LLC,Albion,MI,118 Vine St,49224,3
26025,Calhoun,MI,ALPHA WOLF PROPERTY SERVICES LLC,Grandville,MI,4152 Ivanrest Ave Sw,49418,3
26025,Calhoun,MI,CONNECTICUT PROPERTIES LLC,Homer,MI,24772 J Dr S,49245,3
26025,Calhoun,MI,IRWIN AVE PROPERTIES LLC,Homer,MI,24772 J Dr S,49245,3
26025,Calhoun,MI,RT0917 LLC,Saint Joseph,MI,Po Box 61,49085,3
26025,Calhoun,MI,ARTEMIS CAPITAL,Hastings,MI,506 Gaskill Rd,49058,3
26025,Calhoun,MI,SEEBS RE LLC,Battle Creek,MI,290 Orchard Ave,49017,3
26025,Calhoun,MI,ABSTRACT REAL ESTATE LLC,Union City,MI,1360 Cherokee Dr,49094,3
26025,Calhoun,MI,URBAN BLUE PROPERTIES LLC,Albion,MI,205 W Oak St,49224,3
26025,Calhoun,MI,RENEWABLE PROPERTY INVESTMENTS LLC,Kalamazoo,MI,604 Cooper Ave,49048,2
26025,Calhoun,MI,CAUDLE WEST HOLDINGS AND PROPERTY MANAGEMENT,Byron Center,MI,660 Braeside Dr Se,49315,2
26025,Calhoun,MI,MANY BLESSINGS PROPERTIES LLC,Battle Creek,MI,171 Kensington Cir,49015,2
26025,Calhoun,MI,MELLEN EMPIRE LLC,Kalamazoo,MI,8031 Heritage Dr,49009,2
26025,Calhoun,MI,KENNETH K HOLIBAUGH IRREVOCABLE TRUST,Marshall,MI,491 Stuart Lake Rd,49068,2
26025,Calhoun,MI,44 FULTON ST LLC,Quincy,MI,126 W Chicago St,49082,2
26025,Calhoun,MI,EMPIRE ESTATES LLC,Battle Creek,MI,113 Rook Ct,49014,2
26025,Calhoun,MI,EAGLE NOTES LLC,Kalamazoo,MI,6503 E Mn Ave,49048,2
26025,Calhoun,MI,EMPIRE ESTATES LLC,Brimley,MI,5927 W 6 Mile Rd,49715,2
26025,Calhoun,MI,HART REAL ESTATE LLC,Plainwell,MI,10928 South Dr,49080,2
26025,Calhoun,MI,CE INVESTMENTS LLC,Battle Creek,MI,475 Columbia Ave E Ste 6,49014,2
26025,Calhoun,MI,DELAWARE PROPERTIES LLC,Homer,MI,24772 J Dr S,49245,2
26025,Calhoun,MI,WELLMAN RUSTY,Parma,MI,4536 Wellman Rd,49269,2
26025,Calhoun,MI,NORTH SLOPE PROPERTIES LLC,Battle Creek,MI,504 Columbia Ave E,49014,2
26025,Calhoun,MI,SEAL TEAM 6 LLC,Battle Creek,MI,293 Columbia Ave E,49015,2
26025,Calhoun,MI,BAMADALAM PROPERTIES LLC,Tekonsha,MI,Po Box 305,49092,2
26025,Calhoun,MI,BARR RANCH LLC,Bellevue,MI,7135 Hall Rd,49021,2
